"","CartPos","CartVelocity","PoleAngle","PoleVelocity","CONSTANT"
"1",-3.89178386052924e-08,0.0200000414563236,-6.64626905806447e-08,2.75128119683992e-08,1.87547897160276e-09
"2",1.02513867299526e-07,0.0199999450395378,1.92948578119404e-07,-4.74403540446483e-08,2.19588623974207e-09
"3",-5.99556090314251e-08,0.0199999909026806,1.50968652186216e-08,-1.19603669122126e-08,5.0494907881876e-09
"4",6.3606544357858e-08,0.0199999899314303,-3.04849342813235e-08,3.54858579038982e-09,3.79476978656015e-09
"5",4.92926195327756e-08,0.0199999783746225,1.5334195778292e-07,-2.17764227901438e-08,-4.07263749895565e-10
"6",1.6706733010807e-07,0.0199998956559161,3.05803477150256e-07,-8.09090382995878e-08,-6.81665903338437e-09
"7",3.99983898113967e-08,0.0199999889977341,-2.52445954784823e-09,-1.06736867302352e-08,-9.03002408592984e-10
"8",-2.43790571394645e-08,0.0199999757875098,5.81084668927119e-08,-3.03530801050028e-08,-2.52540268737154e-09
"9",-4.47352252542017e-08,0.0200000205862248,-4.79543526335063e-08,9.45861999457789e-09,9.06789380522543e-10
"10",-9.05690698720066e-08,0.0200000436949801,-5.19872444734142e-08,2.17044446356461e-08,-3.11294894718385e-09
"11",3.75348206632158e-08,0.0199999776392681,5.88140240310804e-08,-1.46595325060825e-08,-5.35732247998085e-09
"12",1.32664525318668e-07,0.0199999346068995,3.25000798761371e-07,-5.44862370748287e-08,-2.48043618890951e-10
"13",-1.39383480401028e-08,0.0200000054829935,1.82649774562507e-08,-1.96459838492292e-09,-5.39522380850879e-09
"14",6.13002812272273e-08,0.0199999585283287,1.69436722941461e-07,-3.23215595803603e-08,6.69632480013406e-10
"15",1.06180692140319e-08,0.0199999839938488,5.11963782908298e-08,-6.37695502551857e-09,3.800912659553e-09
"16",-3.33288611810112e-08,0.020000047574886,-9.55523482086658e-08,4.16594295318012e-08,3.43658721215771e-09
"17",8.57226596272756e-08,0.0199999560054469,1.72450787190903e-07,-3.54173608252523e-08,1.34214781540221e-09
"18",4.22584058264881e-08,0.020000001847279,1.11294236412835e-07,-5.47571666688663e-11,5.05877764099112e-09
"19",-4.22482987006094e-08,0.0200000112238214,-6.07422259933037e-09,7.07837399461038e-09,9.2595446968651e-09
"20",9.50999926051574e-09,0.020000034993549,-6.09522522846077e-08,2.7334917743559e-08,-1.05257090538233e-08
"21",-4.60249442217038e-08,0.0200000425373063,4.52313734309072e-09,3.83078501473906e-08,4.87485905093456e-09
"22",-1.2672873185671e-07,0.020000064358228,-1.72044554051256e-07,5.35133829859805e-08,-2.92025504000767e-10
"23",-1.84918655637695e-08,0.0200000240633464,4.1395628532459e-09,9.76542426572539e-09,-3.35288667343158e-09
"24",6.19977361170066e-08,0.0199999356656815,1.61457992027302e-07,-4.65419239694574e-08,8.32502620738541e-10
"25",-2.77256161716376e-08,0.0200000246569506,-1.00092748222248e-08,7.85088948125061e-09,-5.75457259274038e-09
"26",-7.87477308230332e-08,0.0200000376206979,-5.63307320421465e-08,2.49722171294779e-08,2.14359259416946e-09
"27",3.33621528457355e-08,0.0199999672900882,1.25860862540149e-07,-2.97774076806137e-08,-8.09811288579295e-09
"28",9.92904943832319e-09,0.0199999925997216,1.6864139505035e-08,-7.01274164943801e-09,2.55161922425789e-09
"29",-1.89332410090442e-08,0.019999974211048,1.11688492343329e-07,-2.7905668295008e-08,2.75884162898032e-09
"30",1.70223405854645e-07,0.0199999034031124,9.07797658652001e-08,-5.43385030713347e-08,-5.00210965219306e-09
"31",-7.58642555011528e-09,0.0200000000965081,-1.14854742334644e-08,-1.46380550499268e-09,-1.05410893575821e-09
"32",-7.72305474563199e-08,0.0200000643352123,-1.48111072755175e-07,4.87838951979764e-08,2.75291547683813e-09
"33",-7.89857415914453e-08,0.0200000220453094,-1.37425474325183e-08,3.63243427083053e-09,-3.5917980995089e-09
"34",4.4789792577999e-08,0.0200000012073909,-2.45436584354477e-08,1.18229768259595e-08,-4.36465325725410e-09
"35",4.26255171617079e-08,0.0200000254010599,-2.6248081507112e-07,3.91902345152655e-08,8.31350255146359e-09
"36",2.22133456111394e-07,0.019999948992369,1.85763350181754e-07,-4.31667264247655e-08,6.25921357686622e-09
"37",-2.6204741125883e-08,0.0200000056313468,-5.0153700499317e-08,1.24110717315575e-08,-4.19948143146972e-09
"38",-1.58315469051953e-08,0.0200000448981826,-1.02015594900254e-07,4.24366359714714e-08,-7.03477226863114e-09
"39",2.61882926246405e-08,0.0199999787657564,5.30581465904364e-08,-2.9479056998409e-08,-2.11865845956218e-09
"40",-2.12411503474771e-07,0.0200001109235257,-2.17930438520598e-07,5.91245418265529e-08,-3.77718996740242e-10
"41",-7.65519110579521e-08,0.0200000274954526,-7.09875312013268e-08,2.4392091727722e-08,-9.07498759894469e-11
"42",-1.44856834410444e-07,0.0200000638890504,-2.31748991945596e-07,5.77341012882222e-08,2.32567012263728e-09
"43",8.47152201476282e-08,0.0199999353249602,8.57949008672376e-08,-3.44631218118797e-08,1.43736027521665e-09
"44",-7.71575128333287e-08,0.02000003159971,-7.42459019577245e-08,2.22460672633142e-08,5.65217653601989e-09
"45",-1.56717832700454e-08,0.019999994574182,-5.6424509222779e-11,-1.13011527915913e-08,-4.1762323087558e-09
"46",1.03101415300725e-07,0.0199999825091642,5.90869384571631e-08,-6.76611091882303e-09,-2.78819958623602e-10
"47",1.39202676575157e-07,0.0199999044281715,2.41553780117962e-07,-7.69723533577159e-08,8.19457385004837e-10
"48",1.76250139202293e-08,0.019999995111322,7.42635411327038e-08,-1.75948823198774e-08,-7.54819301607582e-09
"49",-1.44438401441447e-07,0.0200000780480859,-1.90275541540081e-07,5.68059417319295e-08,2.56346188947523e-09
"50",9.42260092238438e-08,0.0199999501476365,2.69705601169104e-07,-4.87416924952803e-08,1.03398181070344e-08
"51",-7.13598187005503e-08,0.0200000341023523,-8.92959493636521e-08,2.97106214581442e-08,-3.33708828141718e-09
"52",5.59110085655583e-09,0.0199999915610582,6.44183720294971e-08,-1.50616512575096e-08,-5.31299388304037e-10
"53",1.48402980957962e-07,0.0199999840650947,1.67626594738282e-07,-1.38219518977726e-08,-1.02067678646438e-09
"54",1.30837544782696e-07,0.0199999233796219,3.1765739740608e-07,-6.35473431802884e-08,-2.73275127273795e-09
"55",-6.93852432986949e-08,0.0200000449576938,-1.17750657137396e-07,3.12672595617123e-08,-1.3970393206542e-09
"56",-5.60732158079178e-08,0.0200000323323406,-1.32111943594617e-07,2.77722611121423e-08,-2.2483223651626e-09
"57",-2.31786243970542e-07,0.0200000865225181,-2.82371544099455e-07,5.38790898271006e-08,1.63896856838659e-09
"58",-7.6125604506844e-08,0.0200000170240097,-4.52767467419329e-08,1.18010078502068e-08,-4.57648084535218e-10
"59",-7.67626783384771e-08,0.0200000060138514,9.87869883971693e-10,-2.39134922289733e-08,9.94616279875297e-10
"60",-3.72881186494762e-08,0.0200000214060321,-6.04741418406987e-08,1.02479303924229e-08,4.63102122494909e-09
"61",-4.22593385856713e-09,0.0199999813890068,1.16182928231684e-08,-1.26868740634544e-08,2.50843237947748e-09
"62",5.18880411391655e-10,0.0199999920031668,1.22961767879032e-08,-1.38360455704355e-09,-2.38806357601253e-09
"63",1.52385017143911e-07,0.0199999322183265,1.91145986381396e-07,-4.10099821178849e-08,1.78877399834643e-09
"64",-6.37299302274105e-09,0.0199999760607737,9.67755441082656e-08,-2.55734713271184e-08,2.67571908024367e-09
"65",4.31697152895286e-08,0.0199999416854514,-2.45141983491662e-08,-2.20107278122439e-08,2.89694807262786e-09
"66",6.83252448666739e-08,0.0199999728411256,1.38426466702567e-08,-7.20775139832113e-09,6.20883791830853e-09
"67",-3.87625915552125e-08,0.0200000290489145,-1.25586375588508e-07,3.94625772242887e-08,3.23462068774179e-10
"68",-2.68526787257871e-08,0.0200000053464911,-1.84477000863548e-08,7.18127511795419e-09,-2.69646698487701e-09
"69",3.86782309592187e-09,0.0200000302425822,-1.14408592916792e-07,3.46813576751493e-08,-1.12611338845581e-09
"70",7.93135331407855e-08,0.0199999740103832,1.25081790386534e-07,-1.88300661478603e-08,3.30783247851094e-09
"71",-3.54519007993855e-08,0.020000051405397,-1.37899958298665e-07,4.48796049242149e-08,-8.93335163863636e-09
"72",-5.06786097246496e-08,0.0200000268319385,-3.97183688724367e-08,2.25383721525475e-08,3.1631395239196e-09
"73",1.2425007531152e-08,0.0200000119119225,3.68580393977479e-09,1.41463657136144e-08,1.39607072500016e-09
"74",5.02296899153255e-09,0.0199999899111964,1.8327961084967e-08,1.15702682091737e-09,3.0427853630182e-09
"75",-1.90284563149652e-08,0.0200000255498428,-6.75179153218681e-08,1.91108409385271e-08,2.46578641662999e-09
"76",-3.51806500404296e-08,0.0200000132508089,-1.6441942257687e-07,2.16680848592775e-08,6.79589583888216e-09
"77",-1.43480932784178e-07,0.0200000354570508,-7.08808146962641e-08,4.03049911516218e-08,-1.0501178178565e-08
"78",2.15691867975348e-07,0.0199999147991364,2.43068435489033e-07,-5.77682676498303e-08,-3.26433309752313e-10
"79",1.40364600174952e-07,0.0200000191180367,7.68045766116491e-08,1.81867099482627e-08,-2.46894329878752e-09
"80",7.10349252639512e-08,0.0199999991367787,-4.76569312894069e-08,1.73837036434263e-08,1.12441311671393e-09
"81",-1.05474077241065e-07,0.0200000479712163,-1.77188462907845e-07,2.59496836540982e-08,-1.81494219868741e-10
"82",-2.12436376908423e-07,0.0200000836166321,-4.00613123135189e-07,6.63030795791838e-08,-2.16676527737359e-09
"83",-8.8739125619614e-08,0.0200000555187546,-1.90544965889736e-07,4.95585636625074e-08,1.15641834182952e-09
"84",3.94154492931445e-08,0.0199999718722203,9.7479356235246e-08,-2.03582742493868e-08,3.66447974662839e-09
"85",4.04372033846058e-08,0.0199999739412184,1.04978780927407e-07,-2.68825052471048e-08,-6.13453626538906e-09
"86",-9.64965943438055e-08,0.0200000422923177,-1.36305423210655e-07,1.70306948709655e-08,5.17521203750618e-09
"87",-3.10067209549287e-09,0.0199999820974932,3.45119905511193e-08,-1.26065023392074e-08,7.49396044381495e-09
"88",-1.03392363209676e-07,0.0200000480850071,-1.37983848524474e-07,3.1926673211051e-08,4.1496823705292e-09
"89",-1.30293074047215e-07,0.0200000566619596,-2.12545491859077e-07,5.34425491563066e-08,-5.9584745450229e-09
"90",2.59841117737877e-08,0.0199999844942502,4.95728177262128e-08,-1.44680368784138e-08,-8.81873977832937e-10
"91",2.64412192595071e-08,0.0200000002293373,-7.01890089060954e-08,1.32740981029538e-08,-6.24833383170029e-10
