"","x"
"0%",-1.43521585223379
"10%",-0.105638357828998
"20%",-0.0593086878956093
"30%",-0.0356120810789053
"40%",-0.0174884977758374
"50%",-0.000494621347955877
"60%",0.0168425943622211
"70%",0.0349961982788772
"80%",0.0572122247294445
"90%",0.105010320596275
"100%",1.13699111804355
