"","CartVelocity","PoleVelocity","CONSTANT"
"1",0.287316837512036,0.262141972917004,0.00131006414154773
"2",0.268765397807168,0.251729570362299,-9.85517997578575e-05
"3",0.275932545245448,0.258101424637723,0.00122829880544736
"4",0.28610197105838,0.264388142099815,0.000256007681541365
"5",0.285638414453114,0.260627811003016,-0.000534275898329411
"6",0.277552017248609,0.257241172757581,-0.000367112611598455
"7",0.283378585949056,0.25995518475157,-3.15855126178569e-06
"8",0.272343975803602,0.255328344772026,-7.24332281420574e-05
"9",0.293352893719507,0.267114947658286,0.0012480988839611
"10",0.295785865013942,0.266534250766022,-0.000862248893577419
"11",0.282914671883403,0.261009942812392,-0.000539164425197657
"12",0.280683162047898,0.259294858511246,-0.00025354219772868
"13",0.278945109106113,0.258769391332894,-0.00175758436739667
"14",0.284254229283385,0.260544900042193,8.42767651687508e-05
"15",0.273642247204862,0.254536281482376,0.00185275146259137
"16",0.280309723066939,0.257753980248147,0.00027523448356367
"17",0.276401490774761,0.254128653854697,-0.00228698569715195
"18",0.284287622816334,0.263077499722808,-0.000265493764838338
"19",0.278843969771382,0.258180988533161,0.000463588576568856
"20",0.285291688472706,0.26198169236618,0.00062776233587328
"21",0.293565694404781,0.26744767276304,7.45068840598196e-05
"22",0.278835506199071,0.259671016510982,-0.000157037629101662
"23",0.287477936088843,0.261931839789866,-0.00190222281499761
"24",0.28385112561467,0.261419848712073,0.000241234207329554
"25",0.276571209162339,0.25725458950526,0.000720442336281066
"26",0.275428005026881,0.255273983578759,-0.00167727204628461
"27",0.280444254935175,0.25738380159551,-0.00092517845340369
"28",0.272295777630245,0.255848666718288,0.00165367222260269
"29",0.282887699532634,0.261701054963458,3.7981219517754e-05
"30",0.272740637525819,0.254170985802771,-0.000563181120563091
"31",0.280625884379926,0.260271750257898,0.00117154623610349
"32",0.280018574656364,0.25737312683198,-0.00110940479662948
"33",0.286890292675037,0.262903963670356,-0.00139255797341782
"34",0.289286886475442,0.263019139326227,-7.46082180786541e-05
"35",0.282066703631419,0.262587619930012,-9.89980292385087e-05
"36",0.265902900421459,0.249713812049573,-0.000189862717287647
"37",0.282807884586131,0.25994557107736,-0.000816989022891578
"38",0.286704892003578,0.263812663046235,0.0004997491643163
"39",0.287067929053154,0.261412855371963,-0.000893714075747774
"40",0.274106553473676,0.257086421216827,0.000774694164328881
"41",0.290163747721489,0.269062453216324,0.000109674897439626
"42",0.290818949498171,0.264129625194524,0.000530421759624496
"43",0.286099196001673,0.26347403999521,-0.000388210393290223
"44",0.280684508129003,0.257944178859683,-0.00111824192978366
"45",0.277789743018035,0.259315931934547,-0.00132537560909469
"46",0.281076692162197,0.26058330749492,-0.00111140889171759
"47",0.281453155213558,0.261552968208589,0.0012655229486069
"48",0.284465877786192,0.262026197837373,0.00102264932413708
"49",0.282123587755299,0.262553405834575,-7.10529018116383e-05
"50",0.277759026189273,0.254120031970083,9.46252359206804e-06
"51",0.279337880251302,0.259189499814892,-0.000184996642389902
"52",0.285121243211137,0.261121014449197,0.000335714108714673
"53",0.281712823668296,0.259454963684215,-0.000801896401742363
"54",0.284561014631023,0.260759526744727,0.000737291281881692
"55",0.289114294580412,0.265420305925104,-0.000509289266516812
"56",0.276557503186859,0.253192714306051,-0.00118306042798547
"57",0.283464063301109,0.259964505597275,-0.00192760761770061
"58",0.27818128114266,0.259603700193165,0.000574321471672416
"59",0.292089057364753,0.266967412024145,-0.00183854731992033
"60",0.277971230907523,0.256440354891439,0.000562247713485214
"61",0.282677021343778,0.2597841934915,-0.00103952565240556
"62",0.271770883407098,0.252820550207928,-0.00172873548048985
"63",0.289042351803988,0.262472904244932,0.00042956096645576
"64",0.286997141403743,0.264176659054788,0.00219573047833168
"65",0.264377998383613,0.25089752079418,0.000696868468255134
"66",0.285693214595199,0.262066112973002,0.00119587359958797
"67",0.297693157659019,0.270459950239784,-0.000524186872868626
"68",0.27478030907875,0.258127344725523,-0.00221671009683016
"69",0.285354941760468,0.260893727269554,-0.000797525087931286
"70",0.282606275059975,0.261578923723303,0.00189404579464412
"71",0.283705096759215,0.262236869745477,0.00170138790556854
"72",0.281085544630274,0.260244059155596,-0.000342373413847513
"73",0.282931028788159,0.261190613717558,0.00096337618180853
"74",0.280569491247825,0.259055855625418,0.000942179452740457
"75",0.288985531672745,0.264542855576913,-0.0014935461785425
"76",0.275335037141826,0.25517669252096,-0.000258788025856163
"77",0.270941535090097,0.252670489718796,0.000132848483242262
"78",0.280113226953057,0.261453993782672,-0.00125646865572918
"79",0.278218092072141,0.256831077380429,0.000244807481307327
"80",0.277917288777466,0.256568424750983,-0.00156962292852793
"81",0.286652571782116,0.258784472704405,0.00261275132230894
"82",0.273494623036537,0.255981560430946,0.00101220336944241
"83",0.291940946016834,0.266101343593654,-0.00174274396789068
"84",0.285805023746998,0.262154624257784,0.000214978082651809
"85",0.277194924279813,0.257913098498301,0.000289465742505776
"86",0.282633018065213,0.261176220539383,-8.86192556135627e-06
"87",0.283518448756518,0.261166369195366,0.000194477493447063
"88",0.272159767595923,0.254639689718602,0.00127222482243739
"89",0.282649162859347,0.258519838829922,0.00234820747681721
"90",0.283919902794875,0.261959742836366,-0.00160915137534246
"91",0.280003027307653,0.261516900610389,-0.000248896309124544
"92",0.282561337652213,0.260763774767406,-0.00152106414523292
"93",0.280099669998162,0.259408784072263,-0.00110652136237084
"94",0.265736134155828,0.250733387964337,0.000120562315549191
"95",0.287301110689835,0.263567371022931,0.00016273580889735
"96",0.279927416164407,0.257195425018099,0.000327649100664671
"97",0.281974662553247,0.259981282317375,0.00177359756964377
"98",0.27341611817866,0.255772624779056,-6.99349627380859e-05
"99",0.291832651921341,0.266086087796584,-0.000210237776696205
"100",0.285079987963533,0.260252996635051,0.00117207922011727
"101",0.280178661738094,0.259842769372616,-0.000531343215834233
