"","x"
"0%",-0.386491374176248
"12.5%",-0.0757029566332319
"25%",-0.0406136791492169
"37.5%",-0.019468033675403
"50%",0
"62.5%",0.019468033675403
"75%",0.0406136791492169
"87.5%",0.0757029566332319
"100%",0.386491374176248
