"","x"
"0%",-0.255529387868246
"12.5%",-0.130320112187018
"25%",-0.067515069409462
"37.5%",-0.0279752250877687
"50%",0
"62.5%",0.0279752250877687
"75%",0.067515069409462
"87.5%",0.130320112187018
"100%",0.255529387868246
