"","x"
"0%",-0.257100983080045
"10%",-0.0670874497821918
"20%",-0.0229464169318053
"30%",-0.00639747246968359
"40%",-0.00277229887000037
"50%",0
"60%",0.00277229887000037
"70%",0.0063974724696836
"80%",0.0229464169318053
"90%",0.0670874497821918
"100%",0.257100983080045
