"","x"
"0%",-1.79719535854049
"10%",-0.619689038731413
"20%",-0.404524453083358
"30%",-0.231021473185157
"40%",-0.165342937109522
"50%",0
"60%",0.165342937109522
"70%",0.231021473185157
"80%",0.404524453083358
"90%",0.619689038731413
"100%",1.79719535854049
