"","(Intercept)","CartPos","CartVelocity","PoleAngle","PoleVelocity"
"1",-1.06789539602931e-19,1.38645729750221e-16,0.02,6.43630428141702e-18,-1.86431946952039e-18
"2",0.194959496263944,-4.6501600734388e-07,-1.63719726121997e-06,-0.0137103215294344,0.000160783100294599
"3",-2.25617069730406e-18,-3.66930462530762e-16,6.17204784625829e-17,-5.1897781524053e-17,0.02
"4",-0.290811035817792,0.000289734226033668,-8.18919333286866e-05,0.314655367941334,-0.000469754499534865
