"","Step","CartPos","CartVelocity","PoleAngle","PoleVelocity","Action","Reward","FutCarPos","FutCarVel","FutPolAng","FutPolVel","ChgCarPos","ChgCarVel","ChgPolAng","ChgPolVel"
"51",3,-0.0129304579097723,0.433198980619923,-0.0200579758960623,-0.634656947508976,0,1,-0.00426647829737383,0.238362466290867,-0.0327511148462418,-0.348357613866994,0.00866397961239845,-0.194836514329056,-0.0126931389501795,0.286299333641982
"52",4,-0.00426647829737383,0.238362466290867,-0.0327511148462418,-0.348357613866994,0,1,0.000500771028443509,0.0437212724207953,-0.0397182671235817,-0.0661794998467444,0.00476724932581734,-0.194641193870072,-0.00696715227733988,0.28217811402025
"53",5,0.000500771028443509,0.0437212724207953,-0.0397182671235817,-0.0661794998467444,0,1,0.00137519647685941,-0.150809386434547,-0.0410418571205165,0.213712258087344,0.000874425448415906,-0.194530658855342,-0.00132358999693489,0.279891757934088
"54",6,0.00137519647685941,-0.150809386434547,-0.0410418571205165,0.213712258087344,0,1,-0.00164099125183152,-0.345321266001609,-0.0367676119587697,0.493171461310538,-0.00301618772869093,-0.194511879567063,0.00427424516174688,0.279459203223194
"55",7,-0.00164099125183152,-0.345321266001609,-0.0367676119587697,0.493171461310538,0,1,-0.0085474165718637,-0.539905874492225,-0.0269041827325589,0.774043865748033,-0.00690642532003218,-0.194584608490616,0.00986342922621077,0.280872404437495
"56",8,-0.0085474165718637,-0.539905874492225,-0.0269041827325589,0.774043865748033,0,1,-0.0193455340617082,-0.734647579224958,-0.0114233054175982,1.05814183304796,-0.0107981174898445,-0.194741704732733,0.0154808773149607,0.284097967299926
"57",9,-0.0193455340617082,-0.734647579224958,-0.0114233054175982,1.05814183304796,1,1,-0.0340384856462074,-0.539376157783957,0.00973953124336096,0.761895432932262,-0.0146929515844992,0.195271421441,0.0211628366609592,-0.296246400115698
"58",10,-0.0340384856462074,-0.539376157783957,0.00973953124336096,0.761895432932262,1,1,-0.0448260088018865,-0.344389714526632,0.0249774399020062,0.472293016938995,-0.0107875231556792,0.194986443257326,0.0152379086586452,-0.289602415993267
"59",11,-0.0448260088018865,-0.344389714526632,0.0249774399020062,0.472293016938995,1,1,-0.0517138030924191,-0.149629281160782,0.0344233002407861,0.187586095212853,-0.00688779429053264,0.19476043336585,0.00944586033877989,-0.284706921726141
"60",12,-0.0517138030924191,-0.149629281160782,0.0344233002407861,0.187586095212853,1,1,-0.0547063887156348,0.0449836938026094,0.0381750221450432,-0.0940419756803699,-0.00299258562321564,0.194612974963391,0.00375172190425707,-0.281628070893223
"61",13,-0.0547063887156348,0.0449836938026094,0.0381750221450432,-0.0940419756803699,0,1,-0.0538067148395826,-0.150664029460966,0.0362941826314358,0.210436523029817,0.000899673876052186,-0.195647723263576,-0.0018808395136074,0.304478498710187
"62",14,-0.0538067148395826,-0.150664029460966,0.0362941826314358,0.210436523029817,1,1,-0.0568199954288019,0.0439206878373344,0.0405029130920321,-0.0705801866987548,-0.00301328058921933,0.194584717298301,0.00420873046059634,-0.281016709728572
"63",15,-0.0568199954288019,0.0439206878373344,0.0405029130920321,-0.0705801866987548,0,1,-0.0559415816720552,-0.151757827031635,0.039091309358057,0.234601463559935,0.000878413756746688,-0.19567851486897,-0.00141160373397509,0.30518165025869
"64",16,-0.0559415816720552,-0.151757827031635,0.039091309358057,0.234601463559935,1,1,-0.0589767382126879,0.0427844255100532,0.0437833386292557,-0.0454990611064256,-0.00303515654063271,0.194542252541689,0.00469202927119871,-0.280100524666361
"65",17,-0.0589767382126879,0.0427844255100532,0.0437833386292557,-0.0454990611064256,1,1,-0.0581210497024869,0.237252090194996,0.0428733574071272,-0.324052820427347,0.000855688510201062,0.194467664684943,-0.000909981222128514,-0.278553759320921
"66",18,-0.0581210497024869,0.237252090194996,0.0428733574071272,-0.324052820427347,1,1,-0.053376007898587,0.431738177146584,0.0363923009985803,-0.602912968740326,0.00474504180389992,0.194486086951587,-0.00648105640854694,-0.278860148312979
"67",19,-0.053376007898587,0.431738177146584,0.0363923009985803,-0.602912968740326,1,1,-0.0447412443556553,0.626332724151978,0.0243340416237737,-0.883914544928724,0.00863476354293168,0.194594547005394,-0.0120582593748065,-0.281001576188397
"68",20,-0.0447412443556553,0.626332724151978,0.0243340416237737,-0.883914544928724,0,1,-0.0322145898726157,0.430888938139973,0.00665575072519927,-0.583682157805643,0.0125266544830396,-0.195443786012004,-0.0176782908985745,0.30023238712308
"69",21,-0.0322145898726157,0.430888938139973,0.00665575072519927,-0.583682157805643,0,1,-0.0235968111098163,0.235674381483344,-0.00501789243091359,-0.288910032390661,0.00861777876279947,-0.19521455665663,-0.0116736431561129,0.294772125414982
"70",22,-0.0235968111098163,0.235674381483344,-0.00501789243091359,-0.288910032390661,0,1,-0.0188833234801494,0.0406243437093484,-0.0107960930787268,0.00218608668491926,0.00471348762966687,-0.195050037773995,-0.00577820064781322,0.29109611907558
"71",23,-0.0188833234801494,0.0406243437093484,-0.0107960930787268,0.00218608668491926,0,1,-0.0180708366059624,-0.154341125126634,-0.0107523713450284,0.291443257156184,0.000812486874186967,-0.194965468835982,4.37217336983851e-05,0.289257170471265
"72",24,-0.0180708366059624,-0.154341125126634,-0.0107523713450284,0.291443257156184,1,1,-0.0211576591084951,0.0409324760852017,-0.00492350620190474,-0.00461134889081344,-0.00308682250253268,0.195273601211836,0.00582886514312368,-0.296054606046998
"73",25,-0.0211576591084951,0.0409324760852017,-0.00492350620190474,-0.00461134889081344,1,1,-0.0203390095867911,0.236124690130955,-0.00501573317972101,-0.298843626213659,0.000818649521704035,0.195192214045753,-9.22269778162689e-05,-0.294232277322845
"74",26,-0.0203390095867911,0.236124690130955,-0.00501573317972101,-0.298843626213659,1,1,-0.015616515784172,0.43131777677441,-0.0109926057039942,-0.593104192619235,0.0047224938026191,0.195193086643455,-0.00597687252427318,-0.294260566405577
"75",27,-0.015616515784172,0.43131777677441,-0.0109926057039942,-0.593104192619235,1,1,-0.00699016024868377,0.626591866342994,-0.0228546895563789,-0.889229390833073,0.0086263555354882,0.195274089568584,-0.0118620838523847,-0.296125198213837
"76",28,-0.00699016024868377,0.626591866342994,-0.0228546895563789,-0.889229390833073,0,1,0.00554167707817611,0.431787385226251,-0.0406392773730403,-0.603817674793594,0.0125318373268599,-0.194804481116743,-0.0177845878166615,0.285411716039479
"77",29,0.00554167707817611,0.431787385226251,-0.0406392773730403,-0.603817674793594,1,1,0.0141774247827011,0.627453437826755,-0.0527156308689122,-0.909019081765444,0.00863574770452502,0.195666052600503,-0.0120763534958719,-0.30520140697185
"78",30,0.0141774247827011,0.627453437826755,-0.0527156308689122,-0.909019081765444,0,1,0.0267264935392362,0.433083114480539,-0.0708960125042211,-0.633359828504264,0.0125490687565351,-0.194370323346215,-0.0181803816353089,0.27565925326118
"79",31,0.0267264935392362,0.433083114480539,-0.0708960125042211,-0.633359828504264,0,1,0.035388155828847,0.239018042205271,-0.0835632090743064,-0.363819448983559,0.00866166228961079,-0.194065072275268,-0.0126671965700853,0.269540379520705
"80",32,0.035388155828847,0.239018042205271,-0.0835632090743064,-0.363819448983559,0,1,0.0401685166729525,0.0451769704340723,-0.0908395980539776,-0.0986114189103374,0.00478036084410543,-0.193841071771199,-0.00727638897967119,0.265208030073222
"81",33,0.0401685166729525,0.0451769704340723,-0.0908395980539776,-0.0986114189103374,0,1,0.0410720560816339,-0.148533584006214,-0.0928118264321843,0.164086259703797,0.000903539408681445,-0.193710554440286,-0.00197222837820675,0.262697678614134
"82",34,0.0410720560816339,-0.148533584006214,-0.0928118264321843,0.164086259703797,0,1,0.0381013844015096,-0.342212817966553,-0.0895301012381084,0.426107219692019,-0.00297067168012427,-0.193679233960339,0.00328172519407594,0.262020959988223
"83",35,0.0381013844015096,-0.342212817966553,-0.0895301012381084,0.426107219692019,1,1,0.0312571280421786,-0.145944368717845,-0.081007956844268,0.106596971217678,-0.00684425635933106,0.196268449248708,0.00852214439384039,-0.319510248474341
"84",36,0.0312571280421786,-0.145944368717845,-0.081007956844268,0.106596971217678,0,1,0.0283382406678217,-0.339817632081624,-0.0788760174199144,0.372662899082732,-0.00291888737435689,-0.193873263363779,0.00213193942435355,0.266065927865055
"85",37,0.0283382406678217,-0.339817632081624,-0.0788760174199144,0.372662899082732,0,1,0.0215418880261892,-0.533735653919567,-0.0714227594382598,0.639470054615093,-0.00679635264163247,-0.193918021837944,0.00745325798165465,0.26680715553236
"86",38,0.0215418880261892,-0.533735653919567,-0.0714227594382598,0.639470054615093,1,1,0.0108671749477978,-0.337694395375206,-0.0586333583459579,0.325177440772824,-0.0106747130783913,0.196041258544362,0.0127894010923019,-0.314292613842269
"87",39,0.0108671749477978,-0.337694395375206,-0.0586333583459579,0.325177440772824,0,1,0.00411328704029374,-0.531934624123476,-0.0521298095305015,0.598808765836074,-0.00675388790750411,-0.19424022874827,0.00650354881545648,0.27363132506325
"88",40,0.00411328704029374,-0.531934624123476,-0.0521298095305015,0.598808765836074,0,1,-0.00652540544217578,-0.726289928271457,-0.04015363421378,0.87462646544099,-0.0106386924824695,-0.194355304147981,0.0119761753167215,0.275817699604916
"89",41,-0.00652540544217578,-0.726289928271457,-0.04015363421378,0.87462646544099,1,1,-0.0210512040076049,-0.530645761674355,-0.0226611049049602,0.569594767241025,-0.0145257985654291,0.195644166597102,0.0174925293088198,-0.305031698199964
"90",42,-0.0210512040076049,-0.530645761674355,-0.0226611049049602,0.569594767241025,0,1,-0.031664119241092,-0.725442684679947,-0.0112692095601397,0.855053335403057,-0.0106129152334871,-0.194796923005592,0.0113918953448205,0.285458568162031
"91",43,-0.031664119241092,-0.725442684679947,-0.0112692095601397,0.855053335403057,1,1,-0.0461729729346909,-0.530168982633962,0.00583185714792144,0.558848303751859,-0.0145088536935989,0.195273702045985,0.0171010667080611,-0.296205031651197
"92",44,-0.0461729729346909,-0.530168982633962,0.00583185714792144,0.558848303751859,1,1,-0.0567763525873702,-0.335129375327431,0.0170088232229586,0.268008424114954,-0.0106033796526792,0.195039607306531,0.0111769660750372,-0.290839879636905
"93",45,-0.0567763525873702,-0.335129375327431,0.0170088232229586,0.268008424114954,1,1,-0.0634789400939188,-0.140254241394374,0.0223689917052577,-0.0192616418429485,-0.00670258750654862,0.194875133933056,0.00536016848229908,-0.287270065957902
"94",46,-0.0634789400939188,-0.140254241394374,0.0223689917052577,-0.0192616418429485,1,1,-0.0662840249218063,0.0545398901241999,0.0219837588683987,-0.304803804925498,-0.00280508482788748,0.194794131518574,-0.00038523283685897,-0.285542163082549
"95",47,-0.0662840249218063,0.0545398901241999,0.0219837588683987,-0.304803804925498,1,1,-0.0651932271193223,0.249341768528551,0.0158876827698888,-0.590473312138199,0.001090797802484,0.194801878404351,-0.00609607609850996,-0.285669507212701
"96",48,-0.0651932271193223,0.249341768528551,0.0158876827698888,-0.590473312138199,0,1,-0.0602063917487513,0.0540010146444573,0.00407821652712481,-0.292828379013992,0.00498683537057101,-0.195340753884093,-0.011809466242764,0.297644933124207
"97",49,-0.0602063917487513,0.0540010146444573,0.00407821652712481,-0.292828379013992,0,1,-0.0591263714558621,-0.141178844823451,-0.00177835105315502,0.00113796787502185,0.00108002029288914,-0.195179859467909,-0.00585656758027983,0.293966346889014
"98",50,-0.0591263714558621,-0.141178844823451,-0.00177835105315502,0.00113796787502185,0,1,-0.0619499483523311,-0.336275246796216,-0.00175559169565459,0.293259273151214,-0.00282357689646903,-0.195096401972764,2.2759357500437e-05,0.292121305276192
"99",51,-0.0619499483523311,-0.336275246796216,-0.00175559169565459,0.293259273151214,0,1,-0.0686754532882555,-0.531372123615313,0.00410959376736969,0.585387993705203,-0.00672550493592431,-0.195096876819097,0.00586518546302428,0.292128720553989
"100",52,-0.0686754532882555,-0.531372123615313,0.00410959376736969,0.585387993705203,1,1,-0.0793028957605617,-0.336307976452632,0.0158173536414737,0.294002460918233,-0.0106274424723063,0.195064147162681,0.0117077598741041,-0.29138553278697
"101",53,-0.0793028957605617,-0.336307976452632,0.0158173536414737,0.294002460918233,0,1,-0.0860290552896144,-0.531651824265629,0.0216974028598384,0.591631686852121,-0.00672615952905263,-0.195343847812998,0.00588004921836466,0.297629225933888
"102",54,-0.0860290552896144,-0.531651824265629,0.0216974028598384,0.591631686852121,1,1,-0.0966620917749269,-0.336840248665389,0.0335300365968808,0.305861641337616,-0.0106330364853126,0.19481157560024,0.0118326337370424,-0.285770045514505
"103",55,-0.0966620917749269,-0.336840248665389,0.0335300365968808,0.305861641337616,1,1,-0.103398896748235,-0.142211751962457,0.0396472694236332,0.0239389749037576,-0.00673680497330778,0.194628496702933,0.00611723282675233,-0.281922666433859
"104",56,-0.103398896748235,-0.142211751962457,0.0396472694236332,0.0239389749037576,1,1,-0.106243131787484,0.0523198544037908,0.0401260489217083,-0.255975881956856,-0.00284423503924913,0.194531606366247,0.000478779498075149,-0.279914856860613
"105",57,-0.106243131787484,0.0523198544037908,0.0401260489217083,-0.255975881956856,0,1,-0.105196734699408,-0.14335134110111,0.0350065312825712,0.0490885482854193,0.00104639708807581,-0.195671195504901,-0.00511951763913712,0.305064430242275
"106",58,-0.105196734699408,-0.14335134110111,0.0350065312825712,0.0490885482854193,0,1,-0.10806376152143,-0.338957312516952,0.0359883022482796,0.352607561978077,-0.00286702682202221,-0.195605971415842,0.000981770965708388,0.303519013692657
"107",59,-0.10806376152143,-0.338957312516952,0.0359883022482796,0.352607561978077,1,1,-0.114842907771769,-0.144365109352253,0.0430404534878411,0.0714865346453825,-0.00677914625033904,0.194592203164699,0.00705215123956154,-0.281121027332694
"108",60,-0.114842907771769,-0.144365109352253,0.0430404534878411,0.0714865346453825,1,1,-0.117730209958814,0.0501142104423133,0.0444701841807488,-0.20731229803674,-0.00288730218704507,0.194479319794567,0.00142973069290765,-0.278798832682123
"109",61,-0.117730209958814,0.0501142104423133,0.0444701841807488,-0.20731229803674,0,1,-0.116727925749968,-0.145614500053615,0.040323938220014,0.0990604364353921,0.00100228420884627,-0.195728710495928,-0.0041462459607348,0.306372734472132
"110",62,-0.116727925749968,-0.145614500053615,0.040323938220014,0.0990604364353921,0,1,-0.11964021575104,-0.341290474591348,0.0423051469487218,0.404187826078748,-0.00291229000107229,-0.195675974537733,0.00198120872870784,0.305127389643356
"111",63,-0.11964021575104,-0.341290474591348,0.0423051469487218,0.404187826078748,0,1,-0.126466025242867,-0.536986067029044,0.0503889034702968,0.709902576391873,-0.00682580949182696,-0.195695592437695,0.00808375652157497,0.305714750313124
"112",64,-0.126466025242867,-0.536986067029044,0.0503889034702968,0.709902576391873,1,1,-0.137205746583448,-0.34259686335184,0.0645869549981342,0.433496933643786,-0.0107397213405809,0.194389203677204,0.0141980515278375,-0.276405642748086
"113",65,-0.137205746583448,-0.34259686335184,0.0645869549981342,0.433496933643786,1,1,-0.144057683850485,-0.14844595519108,0.07325689367101,0.161853147790432,-0.00685193726703678,0.19415090816076,0.00866993867287573,-0.271643785853354
"114",66,-0.144057683850485,-0.14844595519108,0.07325689367101,0.161853147790432,0,1,-0.147026602954307,-0.344536029897582,0.0764939566268186,0.476717632177572,-0.00296891910382158,-0.196090074706502,0.00323706295580864,0.31486448438714
"115",67,-0.147026602954307,-0.344536029897582,0.0764939566268186,0.476717632177572,1,1,-0.153917323552258,-0.150572778794357,0.08602830927037,0.209090844823313,-0.00689072059795165,0.193963251103225,0.00953435264355144,-0.26762678735426
"116",68,-0.153917323552258,-0.150572778794357,0.08602830927037,0.209090844823313,0,1,-0.156928779128145,-0.346812751377362,0.0902101261668363,0.527623352363125,-0.00301145557588714,-0.196239972583005,0.00418181689646625,0.318532507539812
"117",69,-0.156928779128145,-0.346812751377362,0.0902101261668363,0.527623352363125,1,1,-0.163865034155693,-0.153068123721323,0.100762593214099,0.264673930110967,-0.00693625502754724,0.193744627656039,0.0105524670472625,-0.262949422252157
"118",70,-0.163865034155693,-0.153068123721323,0.100762593214099,0.264673930110967,0,1,-0.166926396630119,-0.349473103575752,0.106056071816318,0.587361173556253,-0.00306136247442645,-0.196404979854428,0.00529347860221935,0.322687243445286
"119",71,-0.166926396630119,-0.349473103575752,0.106056071816318,0.587361173556253,0,1,-0.173915858701634,-0.545907981128568,0.117803295287443,0.911479999607731,-0.00698946207151505,-0.196434877552817,0.0117472234711251,0.324118826051478
"120",72,-0.173915858701634,-0.545907981128568,0.117803295287443,0.911479999607731,1,1,-0.184834018324205,-0.352560077387662,0.136032895279598,0.658022341579032,-0.0109181596225714,0.193347903740906,0.0182295999921546,-0.253457658028699
"121",73,-0.184834018324205,-0.352560077387662,0.136032895279598,0.658022341579032,0,1,-0.191885219871959,-0.549286939774134,0.149193342111178,0.990256966050614,-0.00705120154775324,-0.196726862386472,0.0131604468315807,0.332234624471581
