"","x"
"0%",-0.255529387868246
"5%",-0.186793435960991
"10%",-0.146779272885179
"15%",-0.114456163663119
"20%",-0.0875851913272597
"25%",-0.067515069409462
"30%",-0.0482742263470228
"35%",-0.0336078018764903
"40%",-0.0230382367128103
"45%",-0.0104573452242257
"50%",0
"55%",0.0104573452242257
"60%",0.0230382367128103
"65%",0.0336078018764904
"70%",0.0482742263470228
"75%",0.067515069409462
"80%",0.0875851913272597
"85%",0.114456163663119
"90%",0.146779272885179
"100%",0.255529387868246
