"","x"
"0%",-2.81331836570994
"10%",-0.757697412493443
"20%",-0.429838656425974
"30%",-0.240830493814935
"40%",-0.16630495120655
"50%",0
"60%",0.16630495120655
"70%",0.240830493814935
"80%",0.429838656425974
"90%",0.757697412493443
