"","x"
"0%",-2.79139346653282
"10%",-1.05704605646515
"20%",-0.675087090343911
"30%",-0.436743780491729
"40%",-0.255617448100723
"50%",0
"60%",0.255617448100724
"70%",0.43674378049173
"80%",0.675087090343911
"90%",1.05704605646514
"100%",2.79139346653282
