"","x"
"0%",-0.3344662217697
"10%",-0.155510684946691
"20%",-0.0888120137250134
"30%",-0.0474920996354009
"40%",-0.0229967909813083
"50%",0
"60%",0.0229967909813083
"70%",0.0474920996354009
"80%",0.0888120137250134
"90%",0.155510684946691
"100%",0.3344662217697
