"","x"
"0%",-1.65031318667859
"10%",-0.106113170543423
"20%",-0.0603884957662572
"30%",-0.0359892673128417
"40%",-0.0173694045373755
"50%",0
"60%",0.0173694045373755
"70%",0.0359892673128417
"80%",0.0603884957662573
"90%",0.106113170543423
